NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,NO_MESORREGIAO,CO_MESORREGIAO,NO_MICRORREGIAO,CO_MICRORREGIAO,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS,QT_MAT_INF,QT_MAT_FUND,QT_MAT_MED,QT_MAT_EJA,QT_MAT_ESP
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PROFESSORA MARIA LAURETANEA ROLIM BEZERRA DO VALE,24000019,87,0,87,0,0,17
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL DESEMBARGADOR SILVERIO SOARES,24000027,308,0,0,308,0,4
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,CENTRO DE EDUCACAO INFANTIL LUIZ BRENO,24000051,289,289,0,0,0,36
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,CEI JOANA ZELINDA,24000060,117,117,0,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,CRECHE SAO CRISTOVAO,24000108,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,CENTRO DE EDUCACAO INFANTIL SAO SEBASTIAO,24000116,99,99,0,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EDUCANDARIO N S DOS NAVEGANTES,24000124,324,156,168,0,0,24
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL CONEGO ISMAR FERNANDES DE QUEIROZ,24000132,376,0,138,92,146,17
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL CONSELHEIRO BRITO GUERRA,24000140,378,0,0,378,0,14
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL ANTONIO GENTIL FERNANDES,24000159,91,36,55,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL DOUTOR DAGMAR SABINO,24000175,215,0,215,0,0,19
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL ELITA MONTE,24000191,284,0,0,0,284,11
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PROFESSORA ANTONIA GIRLANDE BRUNO DA SILVA,24000213,178,0,178,0,0,7
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL MARIA NORONHA FILGUEIRA,24000272,82,33,49,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM ALUIZIO ALVES,24000280,232,0,232,0,0,20
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM ANA DE SOUZA ROLIM,24000299,119,20,99,0,0,8
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM JOSE SOLON,24000310,79,32,47,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM FRANCISCO DA BORJA,24000337,185,0,176,0,9,7
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM HERCILIA NORONHA,24000345,47,18,29,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM MANOEL FILGUEIRA DOS SANTOS,24000361,67,0,67,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM PE JOAO MARIA,24000370,21,13,8,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM VALDECIR NUNES DA SILVA,24000400,555,0,555,0,0,19
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM SANTO EXPEDITO,24000442,76,0,76,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM VINGT ROSADO MAIA,24000469,222,0,222,0,0,21
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,EM PROF GERALDA CRUZ,24000477,378,0,378,0,0,36
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,JOSE VICENTE FILHO,24000485,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Areia Branca,2401107,Oeste Potiguar,2401,Mossoró,24001,INSTITUTO DANTAS MONTEIRO,24000493,617,90,430,97,0,15
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,CASA RAINHA DA PAZ,24000507,160,0,160,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU PROFESSORA MARIA BARROS FEITOSA,24000515,446,0,446,0,0,34
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU AMARO CAVALCANTE,24000531,156,67,89,0,0,11
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU ELIZEU MENDES,24000540,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU EMIDIO GAMA,24000558,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU FRANCISCO VIRGINIO,24000574,19,12,7,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU HIGINO ROBERTO,24000582,34,13,21,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU JOANA TIMOTEO,24000590,35,14,21,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1 GRAU OLAVO BILAC,24000604,35,15,20,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU PEDRO FERNANDES,24000612,240,36,204,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL JOAO DE ABREU,24000647,1068,0,0,1068,0,26
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL JUSTINA DO NASCIMENTO,24000655,123,0,123,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL MARIANO AZEVEDO,24000663,37,0,37,0,0,5
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU ANTONIO FLORENCIO,24000671,61,22,39,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL ANTONIO MARTINS DA COSTA,24000680,35,9,26,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL ANTONIO RODRIGUES,24000701,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU MANOEL DE BARROS,24000710,1025,0,1025,0,0,53
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,EM DE 1 GRAU PROF AMAURI RIBEIRO DA SILVA,24000728,486,0,486,0,0,43
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU RUI BARBOSA,24000736,162,6,156,0,0,5
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL FRANCISCO PAULO DE OLIVEIRA,24000787,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL FRANCISCO SILVERIO,24000795,5,5,0,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU JOAO GAMA,24000817,43,17,26,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL JOAO PAULO,24000825,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU JOSE VICENTE,24000833,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU MANOEL COSME,24000841,65,19,46,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º GRAU MIGUEL MARQUES,24000850,21,10,11,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL PORFIRO GABRIEL DOS ANJOS,24000876,20,5,15,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL DE 1º PROFESORA MARIA LINDALVA,24000884,40,16,24,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL VICENTE JOAO,24000906,19,8,11,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Baraúna,2401453,Oeste Potiguar,2401,Mossoró,24001,ESCOLA NOVO MUNDO LTDA,24000922,519,0,455,64,0,8
Nordeste,2,Rio Grande do Norte,RN,24,Tibau,2411056,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL PROFESSORA MARIA HELENA REBOUCAS MARQUES,24000949,35,12,23,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL CORONEL SOLON,24000957,341,0,26,315,0,11
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PROFESSOR MANUEL JOAO,24000965,432,0,365,0,67,27
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ISOLADA DE BARRA,24000990,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL ALCINDA PINHEIRO COSTA NEO,24001007,34,13,21,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Tibau,2411056,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL IDELZUITE FERNANDES,24001015,33,11,22,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL LUZIA FREIRE DE VASCONCELOS,24001023,24,24,0,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL MANOEL DA SILVA,24001031,38,12,26,0,0,5
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL PROFESSOR JOSE DEODATO,24001058,39,0,39,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL PROFESSORA MARIA DO LIVRAMENTO FERREIRA DO VALE,24001066,68,31,37,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Grossos,2404408,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL SAO JOSE - ENSINO FUNDAMENTAL,24001074,122,18,104,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Tibau,2411056,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL RUI BARBOSA,24001090,478,0,219,259,0,40
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE SOARES JUNIOR,24001112,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,C S U ABOLICAO I,24001120,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CE INTEGRADA PROF ELISEU VIANA,24001155,1045,0,322,723,0,28
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CENTRO EDUCACIONAL APRONIANO MARTINS DE OLIVEIRA,24001171,670,107,563,0,0,35
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL JERONIMO ROSADO,24001180,390,0,148,242,0,9
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CENTRO INFANTIL DOM JAIME CAMARA,24001210,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE CELINA VIANA,24001228,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CENTRO SOCIAL URBANO SANTO ANTONIO,24001244,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CEJA PROF ALFREDO SIMONETTI,24001252,648,0,0,0,648,30
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,COLEGIO DIOCESANO SANTA LUZIA,24001260,1688,281,1033,374,0,74
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,COLEGIO DOM BOSCO LTDA,24001279,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,COLEGIO LIRIOS LTDA,24001295,1027,208,743,76,0,22
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE ALAIDE DA ESCOSSIA,24001325,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE COMUNITARIA JULIA BORGES,24001341,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE SANTA FERNANDES,24001350,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE COMUNITARIA SANTO ANTONIO,24001368,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE LAGOA DO MATO,24001406,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE LAR DA CRIANCA FELIZ,24001422,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL FRANCISCA MARTINS DE SOUZA,24001430,151,0,151,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CRECHE NOSSA SRA DOS IMPOSSIVEIS,24001457,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CENTRO INAFANTIL SANTA LUZIA,24001490,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,E ISOLADA DE ARISCO,24001511,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,EDUCANDARIO FLAUTINHA MAGICA,24001538,204,113,91,0,0,13
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL EDUCANDARIO PRESIDENTE KENNEDY - ENSINO FUNDAMENTAL E MEDIO,24001562,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,EDUCANDARIO MARIA TEREZA DA ROCHA PEREIRA,24001570,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL EDUCANDARIO ANTONIO BEZERRA DE SALES,24001600,236,0,236,0,0,21
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,EDUCANDARIO DALILA GURGEL,24001643,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,COLEGIO JOSE MOREIRA DA COSTA,24001660,610,153,457,0,0,13
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,EDUCANDARIO MANOEL TIBURCIO FAGUNDES,24001686,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL EDUCANDARIO PROFESSOR PAULO FREIRE,24001724,261,0,261,0,0,18
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,COLEGIO MARIA AUXILIADORA COSTA,24001759,132,3,84,45,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL MARINEIDE PEREIRA DA CUNHA,24001775,395,0,395,0,0,30
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL PROFESSOR ANTONIO DA GRACA MACHADO,24001791,237,0,237,0,0,13
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESC EST 13 DE JUNHO ENS 1 GRAU,24001805,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL DE TEMPO INTEGRAL AMBULATORIO CARDEAL CAMARA,24001813,114,0,114,0,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL AMBULATORIO PADRE DEHON,24001830,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA AQUARELA DO SABER,24001856,146,107,39,0,0,8
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,CENTRO DE ATENDIMENTO ESPECIALIZADO,24001864,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PADRE SATIRO CAVALCANTI DANTAS,24001872,341,0,341,0,0,32
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL ANDRE LUIZ,24001880,331,0,331,0,0,20
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL DISNEYLANDIA,24001899,384,0,384,0,0,11
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL GILBERTO ROLA,24001902,832,0,475,219,138,64
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL JOAO PAULO II,24001910,403,0,403,0,0,28
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA MUNICIPAL JOSE BENJAMIM,24001929,301,0,301,0,0,39
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL ONZIEME ROSADO FERNANDES,24001945,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PROFESSOR HERMOGENES NOGUEIRA DA COSTAENSINO FUNDAMENTAL,24001953,188,0,188,0,0,10
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL TERTULIANO AYRES DIAS,24001970,352,0,352,0,0,39
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESC DINAMICA DE ENSINO MODERNO,24002003,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL 30 DE SETEMBRO,24002011,413,0,413,0,0,24
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL ABOLICAO IV,24002046,206,0,206,0,0,15
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL AIDA RAMALHO CORTEZ PEREIRA,24002062,205,0,0,205,0,11
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL ALEIXO ROSA DA SILVA,24002070,92,0,92,0,0,8
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL ANTONIO GOMES,24002097,160,0,116,0,44,17
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL CONEGO ESTEVAM DANTAS,24002127,171,0,171,0,0,17
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL CUNHA DA MOTA,24002151,140,0,140,0,0,27
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL DOM JAIME CAMARA,24002160,155,0,155,0,0,15
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL DOUTOR EWERTON DANTAS CORTEZ,24002186,229,0,229,0,0,7
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL DOUTOR LAVOISIER MAIA,24002208,229,0,229,0,0,24
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL FRANCISCO ANTONIO MEDEIROS,24002224,103,0,0,103,0,12
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL GOV DIXSEPT ROSADO,24002232,1007,0,245,501,261,58
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL JOSE MARTINS DE VASCONCELOS,24002240,445,0,69,284,92,26
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL LUIZ DANTAS CAVALCANTI,24002259,215,0,215,0,0,17
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL MANOEL JUSTINIANO DE MELO,24002267,509,0,437,0,72,28
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL MONSENHOR FRANCISCO DE SALES CAVALCANTE,24002275,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL MONSENHOR RAIMUNDO GURGEL,24002283,982,0,613,369,0,60
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL MOREIRA DIAS,24002291,799,0,0,799,0,42
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PADRE ALFREDO,24002305,261,0,194,0,67,24
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PROFESSOR ABEL FREIRE COELHO,24002330,883,0,0,883,0,32
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL PROFESSORA ADELIA GOMES DE SOUZA,24002348,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Mossoró,2408003,Oeste Potiguar,2401,Mossoró,24001,ESCOLA ESTADUAL ANTONIO DE SOUZA MACHADO,24002356,305,0,305,0,0,26
