NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,NO_MESORREGIAO,CO_MESORREGIAO,NO_MICRORREGIAO,CO_MICRORREGIAO,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS,QT_MAT_INF,QT_MAT_FUND,QT_MAT_MED,QT_MAT_EJA,QT_MAT_ESP
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL LIONS CLUBE,24025755,133,133,0,0,0,8
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,UNIDADE 6 - MANOEL ASSUNCAO E COSTA,24025763,20,7,13,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,EM MANOEL FRANCISCO DA CUNHA,24025771,73,0,73,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL PROF JOANA SAMPAIO MARINHO,24025798,340,340,0,0,0,12
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL PROFESSORA SANTA FAGUNDES ENSINO FUNDAMENTAL,24025801,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,ESCOLA RESSURREICAO - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,24025810,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,UNIDADE 1 - SALINOPOLIS,24025828,122,53,69,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,UNIDADE 2 - TAMBAU,24025836,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,UNIDADE 7 - MANOEL BENTO MARTINS,24025844,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,JARDIM ESCOLA SONHO VIVO,24025852,234,99,135,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Macau,2407203,Central Potiguar,2402,Macau,24008,JARDIM ESCOLA PEQUENO LORD,24025879,159,78,81,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,São Bento do Norte,2411601,Central Potiguar,2402,Macau,24008,ESCOLA ESTADUAL SENADOR DINARTE MARIZ,24025887,233,0,0,233,0,5
Nordeste,2,Rio Grande do Norte,RN,24,São Bento do Norte,2411601,Central Potiguar,2402,Macau,24008,EE JOAO F DA ROCHA ENS DE 1 GRAU,24025895,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,São Bento do Norte,2411601,Central Potiguar,2402,Macau,24008,EM JOAQUIM CORDEIRO,24025933,65,21,44,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Norte,2401859,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL SAO SEBASTIAO,24025976,56,0,56,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,São Bento do Norte,2411601,Central Potiguar,2402,Macau,24008,E M SEVERINO FERREIRA,24025984,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,São Bento do Norte,2411601,Central Potiguar,2402,Macau,24008,EM ROSA INACIO DE ARAUJO,24026000,111,35,57,0,19,2
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Norte,2401859,Central Potiguar,2402,Macau,24008,ESCOLA ESTADUAL GODOFREDO CACHO,24026026,511,0,293,54,164,7
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Norte,2401859,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL PROFESSORA MARIA SEVERINA DOS SANTOS,24026042,23,0,23,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Norte,2401859,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL MAE DE LOURDES,24026050,15,0,15,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Norte,2401859,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL PROFESSOR CAZUZA,24026069,265,0,265,0,0,11
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Norte,2401859,Central Potiguar,2402,Macau,24008,ESCOLA MUNICIPAL EMMANOEL BEZERRA DOS SANTOS,24026077,267,0,267,0,0,16
Nordeste,2,Rio Grande do Norte,RN,24,Afonso Bezerra,2400307,Central Potiguar,2402,Angicos,24009,CENTRO EDUCACIONAL MUNICIPAL BATISTA MONTENEGRO,24026085,301,0,154,0,147,13
Nordeste,2,Rio Grande do Norte,RN,24,Afonso Bezerra,2400307,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL PROFESSORA GILDECINA BEZERRA,24026107,373,0,0,373,0,11
Nordeste,2,Rio Grande do Norte,RN,24,Afonso Bezerra,2400307,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL JOSE AVELINO,24026115,129,0,129,0,0,5
Nordeste,2,Rio Grande do Norte,RN,24,Afonso Bezerra,2400307,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL PROFESSORA MARIA ALINA PINHEIRO,24026131,273,0,273,0,0,5
Nordeste,2,Rio Grande do Norte,RN,24,Afonso Bezerra,2400307,Central Potiguar,2402,Angicos,24009,CM DE ENS RURAL UN I ANALIA LEMOS ENS FUNDAMENTAL,24026212,45,14,19,0,12,1
Nordeste,2,Rio Grande do Norte,RN,24,Afonso Bezerra,2400307,Central Potiguar,2402,Angicos,24009,CM DE ENS RURAL UN VI MANOEL VICENTE DE OLIVEIRA,24026417,101,40,61,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,EE DAMIAO BARBOSA DE MORAIS ENS FUNDAMENTAL,24026514,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,EE PROFª JOANA HONORIO DA SILVEIRA MOURA,24026522,374,0,245,104,25,18
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL JOSE RUFINO ENSINO FUNDAMENTAL E EJA,24026549,249,0,231,0,18,12
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL PROFESSOR FRANCISCO VERAS,24026557,275,0,0,275,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,EE PROFª JULIA BARBOSA ENSINO FUNDAMENTAL,24026565,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,E ISOLADA PROF ROMULO WANDERLEY ENS FUNDAMENTAL,24026590,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Fernando Pedroza,2403756,Central Potiguar,2402,Angicos,24009,EM CANDIDO NECO ENSINO FUNDAMENTAL,24026611,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,ESCOLA MUNICIPAL ESPEDITO ALVES ENSINO FUNDAMENTAL E EDUCACAO INFANTIL,24026654,227,68,159,0,0,5
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,EM MANOEL MARTINS ENSINO FUNDAMENTAL,24026697,8,0,8,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,EM MARIA ZELIA ENSINO FUNDAMENTAL,24026700,20,8,12,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,EM PROFª MARIA ODILA ENSINO FUNDAMENTAL,24026760,559,0,493,0,66,26
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JULIA AMELIA CRUZ,24026808,309,309,0,0,0,9
Nordeste,2,Rio Grande do Norte,RN,24,Fernando Pedroza,2403756,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL PROFESSORA FRANCISCA ALVES DA SILVA,24026816,244,0,163,81,0,10
Nordeste,2,Rio Grande do Norte,RN,24,Fernando Pedroza,2403756,Central Potiguar,2402,Angicos,24009,EM FABRICIO PEDROZA ENSINO FUNDAMENTAL,24026824,273,0,241,0,32,4
Nordeste,2,Rio Grande do Norte,RN,24,Angicos,2400802,Central Potiguar,2402,Angicos,24009,EM FRANCISCO ALEXANDRE LOPES ENSINO FUNDAMENTAL,24026832,49,9,16,0,24,1
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Rio do Vento,2401909,Central Potiguar,2402,Angicos,24009,CENTRO INF PROFA ERECINA B FERNANDES,24026867,182,182,0,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Rio do Vento,2401909,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL 7 DE SETEMBRO,24026875,108,0,108,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Rio do Vento,2401909,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL DOUTOR GERALDO ANDRADE TEIXEIRA,24026883,275,0,113,137,25,6
Nordeste,2,Rio Grande do Norte,RN,24,Caiçara do Rio do Vento,2401909,Central Potiguar,2402,Angicos,24009,EM PROFESSORA MARIA SILVA DO NASCIMENTO,24026921,148,45,80,0,23,5
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL CORONEL MIGUEL TEIXEIRA,24027057,117,0,0,94,23,2
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESC ISOLADA ALZIRA SORIANO,24027065,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESC ISOLADA SERRINHA,24027081,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESC MUL CEL JOSE SOARES BILRO,24027090,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESC MUL JOSE AUGUSTO,24027138,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESC MUN JOAO BONIFACIO DA SILVA,24027162,153,63,90,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESC MUL PREF FCO BARBOSA DA CAMARA,24027200,383,0,291,0,92,9
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,ESC MUL VENANCIO BEZERRA,24027227,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Jardim de Angicos,2405504,Central Potiguar,2402,Angicos,24009,EM ANTONIA FERREIRA DE MORAIS,24027243,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,EM PROF ZELIA FERNANDES ENSINO INFANTIL,24027260,312,312,0,0,0,14
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,CENTRO DE ACOES INTEGRADAS GOVERNADOR GERALDO MELO,24027278,164,164,0,0,0,25
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL FRANCISCO DE OLIVEIRA CABRAL,24027286,248,0,217,0,31,10
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL PEDRO II,24027316,362,0,0,362,0,16
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,EM ALIPIO AMANCIO PEREIRA ENSINO FUNDAMENTAL E INFANTIL,24027332,87,41,46,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,EM DR ELOY DE SOUZA ENSINO FUNDAMENTAL,24027405,402,0,402,0,0,17
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,EM PROFESSORA MARTA BEZERRA DE MEDEIROS ENSINO FUNDAMENTAL I,24027480,262,0,262,0,0,11
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,EM FRANCISCO GARCIA ENSINO FUNDAMENTAL,24027600,49,22,27,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Lajes,2406700,Central Potiguar,2402,Angicos,24009,EM MONSENHOR VICENTE DE PAULA ENSINO FUNDAMENTAL,24027618,246,0,246,0,0,19
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,EE PROF GERCINA BEZERRA ENS 1 E 2 GRAU,24027634,106,0,0,106,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,ESC MUL ANTONIO FRANCISCO DUARTE,24027669,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,ESC MUL CEL FRANCISCO DAMASCENO BEZERRA,24027707,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,EMEF DOM NIVALDO MONTE,24027723,35,16,19,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,EMEF JOAO BANDEIRA SOBRINHO,24027731,283,0,260,0,23,4
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,ESC MUL JOAO GASPAR,24027740,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,EMEF JOAQUIM ALVES DA CAMARA,24027758,72,32,40,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,EMEF JOAQUIM TEIXEIRA,24027766,6,0,6,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,EMEF LUIZ FRANCISCO XAVIER,24027790,13,0,13,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,EMEF MANOEL SABINO XAVIER,24027804,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,ESC MUL SAO FRANCISCO DAS CHAGAS,24027839,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedra Preta,2409605,Central Potiguar,2402,Angicos,24009,ESC MUL SAO PEDRO,24027847,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,ESCOLA CRECHE MANUTENCAO MENINO JESUS DE PRAGA,24027901,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,CRECHE MARIA AUXILIADORA GOUVEIA JULIAO,24027910,75,75,0,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL PROFESSOR ABEL FURTADO,24027979,92,0,92,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,ESCOLA ESTADUAL PROFESSORA JOSEFA SAMPAIO MARINHO,24027987,489,0,243,246,0,6
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,EM MANOEL MACIEL FILHO ENSINO FUNDAMENTAL,24028070,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,EM NADIA MARIA CAMARA ENISNO FUNDAMENTAL,24028142,146,60,58,0,28,12
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,ESCOLA MUNICIPAL PROFESSORA MARIA GORETT SILVA CAMARA,24028193,85,46,39,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,E M CONEGO ANTONIO ANTAS,24028215,300,47,110,0,143,1
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,EM PROFº JOSE INACIO PALHARES ENSINO FUNDAMENTAL,24028223,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,EM RAIMUNDO CAVALCANTI ENSINO FUNDAMENTAL,24028231,206,33,173,0,0,18
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,UNIDADE XI SAO JOAO,24028240,12,5,7,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,EM SAO JOSE IV ENSINO FUNDAMENTAL,24028274,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,EM ANTONIO FELIX FILHO ENSINO FUNDAMENTAL,24028347,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Pedro Avelino,2409704,Central Potiguar,2402,Angicos,24009,UNIDADE ESCOLAR III LIDIA MARIA CUNHA,24028363,32,16,16,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,EE ALBINO AVELINO ENS 1 GRAU,24028428,94,0,94,0,0,10
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,EE QUERUBINA SILVEIRA ENS FUND E MEDIO,24028444,540,0,115,357,68,26
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL AGNALDO DANTAS,24028460,153,153,0,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL CORONEL RUBENS PEREIRA,24028479,170,0,128,0,42,5
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL JOSE RODRIGUES DOS SANTOS,24028533,51,0,0,0,51,0
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL MANOEL BELMINO DOS SANTOS,24028541,265,0,252,0,13,10
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL MANOEL FELIX BARBOSA,24028550,29,0,0,0,29,1
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL PRESIDENTE MEDICE,24028592,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL SAO JORGE,24028630,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL SEBASTIANA ALVES NOGA,24028657,431,0,431,0,0,4
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL SANTO ANTONIO,24028673,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Cerro Corá,2402709,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL BELMIRA VIANA,24028711,393,0,355,0,38,21
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,CRECHE PE SINVAL LAURENTINO,24028770,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,CRECHE SAO FRANCISCO,24028789,270,270,0,0,0,16
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,ESCOLA ESTADUAL CORONEL SILVINO BEZERRA,24028800,285,0,285,0,0,18
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,ESCOLA ESTADUAL TEONIA AMARAL,24028819,306,0,0,306,0,9
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNID ESC APRIGIO SOARES,24028827,55,17,38,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNID ESC CLEMENTE FRANCISCO,24028851,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNID ESC COSME DE ABREU,24028860,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNID ESC DANCAS,24028878,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNID ESC DR GETULIO VARGAS,24028908,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR SAO JOSE,24028959,10,4,6,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNID ESC UMARI PRETO,24028983,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL DOMINGAS FRANCELINA,24028991,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL SENHORA SANTANA,24029017,690,0,483,0,207,20
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,CONSELHO COMUNITARIO DE FLORANIA,24029025,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,CENTRO DE EDUCACAO INFANTIL SENHOR MENINO,24029068,331,331,0,0,0,9
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,UNIDADE IV - ARISTOFANES FERNANDES,24029084,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,UNIDADE III - BOA VISTA,24029092,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR JOAO DA CRUZ,24029114,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,UNIDADE VII - DUQUE DE CAXIAS,24029122,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL FLORENCIA MARIA DA CONCEICAO,24029149,208,25,183,0,0,18
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR INACIO JOSE DE AZEVEDO,24029157,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,UNIDADE II - MANOEL TAVARES,24029203,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,UNIDADE I - MANOEL TOSCANO DA CRUZ,24029238,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR NOSSA SENHORA DAS GRACAS,24029262,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR SANTA RITA,24029289,11,0,11,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR SAO BENTO,24029300,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,UNIDADE V - SAO FRANCISCO,24029319,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR TEONIA AMARAL,24029327,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR SAO SEBASTIAO,24029343,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL SILVINO GARCIA DO AMARAL,24029351,159,31,128,0,0,9
Nordeste,2,Rio Grande do Norte,RN,24,Florânia,2403806,Central Potiguar,2402,Serra de Santana,24010,UNIDADE ESCOLAR SEVERINO OLIVEIRA,24029360,28,12,16,0,0,1
Nordeste,2,Rio Grande do Norte,RN,24,Tenente Laurentino Cruz,2414159,Central Potiguar,2402,Serra de Santana,24010,UNIDADE VI - TIMOTEA RAMOS DE OLIVEIRA,24029378,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Lagoa Nova,2406502,Central Potiguar,2402,Serra de Santana,24010,ESCOLA ESTADUAL MANOEL LUIS DE MARIA,24029424,564,0,156,408,0,23
Nordeste,2,Rio Grande do Norte,RN,24,Lagoa Nova,2406502,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL MANOEL DOMINGOS,24029432,100,100,0,0,0,3
Nordeste,2,Rio Grande do Norte,RN,24,Lagoa Nova,2406502,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL SANTA RITA,24029440,40,40,0,0,0,0
Nordeste,2,Rio Grande do Norte,RN,24,Lagoa Nova,2406502,Central Potiguar,2402,Serra de Santana,24010,ESC MUL CICERO ROMAO DE SOUZA,24029459,110,44,66,0,0,2
Nordeste,2,Rio Grande do Norte,RN,24,Lagoa Nova,2406502,Central Potiguar,2402,Serra de Santana,24010,ESCOLA MUNICIPAL PROFESSORA ANGELA MARIA DE MOURA,24029475,,,,,,
Nordeste,2,Rio Grande do Norte,RN,24,Lagoa Nova,2406502,Central Potiguar,2402,Serra de Santana,24010,ESC MUL JOAO LUIZ VICTOR,24029483,101,21,80,0,0,3
